Country	ID	Surname	Forename	Sex
HR	AdamJene	Jene	Adam	M
HR	AdanićStjepan	Stjepan	Adanić	U
HR	AdlešičĐurđa	Đurđa	Adlešič	F
HR	AhelIrena	Irena	Ahel	F
HR	AhmetovićMirela	Mirela	Ahmetović	F
HR	AladrovićJosip	Josip	Aladrović	M
HR	AleksićGoran	Goran	Aleksić	M
HR	AlfirevMarija	Marija	Alfirev	U
HR	AmbrušecLjubica	Ljubica	Ambrušec	F
HR	AndrićIvo	Ivo	Andrić	M
HR	AndričevićRoko	Roko	Andričević	U
HR	AntešićZdenko	Zdenko	Antešić	M
HR	AntičevićMarinovićIngrid	Ingrid	Antičević Marinović	F
HR	AntičićTome	Tome	Antičić	U
HR	AntolićVuporaBarbara	Barbara	Antolić Vupora	F
HR	AntolovićJadran	Jadran	Antolović	U
HR	AntonićMario	Mario	Antonić	U
HR	AntunovićŽeljka	Željka	Antunović	F
HR	AnušićIvan	Ivan	Anušić	M
HR	ArapovićFranjo	Franjo	Arapović	M
HR	ArlovićMato	Mato	Arlović	M
HR	ArtukovićKunštSandra	Sandra	Artuković Kunšt	U
HR	AčkarKrešimir	Krešimir	Ačkar	M
HR	BabićAnte	Ante	Babić	M
HR	BabićMario	Mario	Babić	U
HR	BabićVedran	Vedran	Babić	M
HR	BabićVera	Vera	Babić	U
HR	BabićPetričevićZdenka	Zdenka	Babić-Petričević	F
HR	BagarićAnto	Anto	Bagarić	M
HR	BagarićIvan	Ivan	Bagarić	M
HR	BagarićLidija	Lidija	Bagarić	F
HR	BagićSnježana	Snježana	Bagić	U
HR	BajićMladen	Mladen	Bajić	U
HR	BajsDamir	Damir	Bajs	M
HR	BajtMarija	Marija	Bajt	F
HR	BakićDamir	Damir	Bakić	M
HR	BakotaGordan	Gordan	Bakota	U
HR	BalićMarijana	Marijana	Balić	F
HR	BaloevićJakša	Jakša	Baloević	M
HR	BanVlahekBoška	Boška	Ban Vlahek	F
HR	BanacIvo	Ivo	Banac	M
HR	BanićMartina	Martina	Banić	F
HR	BanožićMario	Mario	Banožić	M
HR	BaradićNikolina	Nikolina	Baradić	F
HR	BaranovićPetar	Petar	Baranović	M
HR	BarbarićNevenko	Nevenko	Barbarić	M
HR	BarbićJakša	Jakša	Barbić	U
HR	BaričevićDanica	Danica	Baričević	F
HR	BaričevićMartin	Martin	Baričević	M
HR	BarišićDražen	Dražen	Barišić	M
HR	BarišićPavo	Pavo	Barišić	U
HR	BarišićZoran	Zoran	Barišić	U
HR	BarrosoJoseManuel	Jose Manuel	Barroso	U
HR	BartolčićJosip	Josip	Bartolčić	U
HR	BartulicaStephenNikola	Stephen Nikola	Bartulica	M
HR	BatinićMilorad	Milorad	Batinić	M
HR	BaukArsen	Arsen	Bauk	M
HR	BačićAnte	Ante	Bačić	M
HR	BačićBranko	Branko	Bačić	M
HR	BačićKazimir	Kazimir	Bačić	U
HR	BačićStjepan	Stjepan	Bačić	M
HR	BačićŽeljko	Željko	Bačić	U
HR	BašićSilvio	Silvio	Bašić	U
HR	BebićLuka	Luka	Bebić	M
HR	BedekovićVesna	Vesna	Bedeković	F
HR	BegonjaJosip	Josip	Begonja	M
HR	BegovićLeo	Leo	Begović	U
HR	BekavacIvan	Ivan	Bekavac	U
HR	BekavacMarijan	Marijan	Bekavac	M
HR	BelJeanPierre	Jean Pierre	Bel	U
HR	BeljakKrešo	Krešo	Beljak	M
HR	BeljoLučićRužica	Ružica	Beljo Lučić	U
HR	BenićNevenka	Nevenka	Benić	U
HR	BenčićJosip	Josip	Benčić	M
HR	BenčićSandra	Sandra	Benčić	F
HR	BenčićTerezija	Terezija	Benčić	U
HR	BernardićDavor	Davor	Bernardić	M
HR	BerošVili	Vili	Beroš	M
HR	BeusRichemberghGoran	Goran	Beus Richembergh	M
HR	BečićNevenka	Nevenka	Bečić	F
HR	BigaFriganovićSnježana	Snježana	Biga-Friganović	F
HR	BigovićŽeljko	Željko	Bigović	U
HR	BilaverJosip	Josip	Bilaver	M
HR	BilekVladimir	Vladimir	Bilek	M
HR	BilićDanira	Danira	Bilić	F
HR	BilićDubravko	Dubravko	Bilić	M
HR	BilićTonči	Tonči	Bilić	M
HR	BilićVardićSuzana	Suzana	Bilić Vardić	F
HR	BilonjićMato	Mato	Bilonjić	M
HR	BitunjacJure	Jure	Bitunjac	M
HR	BiškupićBožo	Božo	Biškupić	M
HR	BiščevićHidajet	Hidajet	Biščević	U
HR	BlažekovićBoris	Boris	Blažeković	M
HR	BlaževićAnamarija	Anamarija	Blažević	F
HR	BlaževićDavor	Davor	Blažević	U
HR	BlaževićJadranka	Jadranka	Blažević	U
HR	BobanBlaženko	Blaženko	Boban	M
HR	BobanTomislav	Tomislav	Boban	U
HR	BodakošDragutin	Dragutin	Bodakoš	M
HR	BogdanLuka	Luka	Bogdan	U
HR	BogovićIvan	Ivan	Bogović	M
HR	BolfekMirko	Mirko	Bolfek	U
HR	BoljunčićValter	Valter	Boljunčić	M
HR	BorasFlorijan	Florijan	Boras	M
HR	BorićJosip	Josip	Borić	M
HR	BorićRada	Rada	Borić	F
HR	BorrellFontellesJosep	Josep	Borrel Fontelles	U
HR	BorzanBiljana	Biljana	Borzan	F
HR	BošnjakDinko	Dinko	Bošnjak	M
HR	BošnjakIvica	Ivica	Bošnjak	U
HR	BošnjakRade	Rade	Bošnjak	M
HR	BošnjakSanja	Sanja	Bošnjak	U
HR	BošnjakovićDražen	Dražen	Bošnjaković	M
HR	BožanićTonči	Tonči	Božanić	U
HR	BožikovVelimir	Velimir	Božikov	U
HR	BožinovićDavor	Davor	Božinović	M
HR	BrasseurAnne	Anne	Brasseur	U
HR	BrdarićLjubica	Ljubica	Brdarić	F
HR	BreglecDražen	Dražen	Breglec	U
HR	BrkanJure	Jure	Brkan	M
HR	BrkarićMarin	Marin	Brkarić	M
HR	BrkićMilijan	Milijan	Brkić	M
HR	BrletićMate	Mate	Brletić	M
HR	BrnadićMirjana	Mirjana	Brnadić	F
HR	BrnjacNikolina	Nikolina	Brnjac	U
HR	BrstiloMate	Mate	Brstilo	U
HR	BrumnićZvane	Zvane	Brumnić	M
HR	BrčićLuka	Luka	Brčić	M
HR	BubaloKrešimir	Krešimir	Bubalo	M
HR	BubićIvan	Ivan	Bubić	U
HR	BuconjićIvica	Ivica	Buconjić	M
HR	BudalićIvan	Ivan	Budalić	M
HR	BudimirMarija	Marija	Budimir	F
HR	BukKristijan	Kristijan	Buk	U
HR	BukaricaIvan	Ivan	Bukarica	U
HR	BukićPerica	Perica	Bukić	M
HR	BuljMiro	Miro	Bulj	M
HR	BuljanAjelićIvana	Ivana	Buljan Ajelić	U
HR	BuljevićJosip	Josip	Buljević	U
HR	BunetaAnđelka	Anđelka	Buneta	U
HR	BunjacBranimir	Branimir	Bunjac	M
HR	BurićDinko	Dinko	Burić	M
HR	BurićMajda	Majda	Burić	F
HR	ButerinVesna	Vesna	Buterin	F
HR	ButkovićOleg	Oleg	Butković	M
HR	BućanKajo	Kajo	Bućan	M
HR	BušićZdravka	Zdravka	Bušić	F
HR	CaparinKarmela	Karmela	Caparin	F
HR	CappelliGari	Gari	Cappelli	M
HR	CeljakIvan	Ivan	Celjak	M
HR	CerovacMladen	Mladen	Cerovac	U
HR	CesarikMarijan	Marijan	Cesarik	U
HR	CrkvenacMato	Mato	Crkvenac	M
HR	CrljenkoBrankica	Brankica	Crljenko	F
HR	CrnogoracDragan	Dragan	Crnogorac	M
HR	CrnojaMijo	Mijo	Crnoja	U
HR	CulejStevo	Stevo	Culej	M
HR	CvetnićSlavko	Slavko	Cvetnić	U
HR	CvitanDinko	Dinko	Cvitan	U
HR	CvjetovićLjiljana	Ljiljana	Cvjetović	F
HR	DalićMartina	Martina	Dalić	F
HR	DamjanacAda	Ada	Damjanac	F
HR	DamjanovićIvan	Ivan	Damjanović	U
HR	DamjanovićŠtefanija	Štefanija	Damjanović	F
HR	DausEmil	Emil	Daus	M
HR	DeHoopaScheferJaap	Jaap	De Hoopa Schefer	U
HR	DemetlikaTulio	Tulio	Demetlika	M
HR	DemoMiodrag	Miodrag	Demo	M
HR	DenonaLuka	Luka	Denona	M
HR	DeurAnte	Ante	Deur	M
HR	DidovićMirjana	Mirjana	Didović	F
HR	DivjakBlaženka	Blaženka	Divjak	U
HR	DobrovićSlaven	Slaven	Dobrović	M
HR	DodigGoran	Goran	Dodig	M
HR	DokozaHrvoje	Hrvoje	Dokoza	U
HR	DolencHrvoje	Hrvoje	Dolenc	U
HR	DorićMiljenko	Miljenko	Dorić	M
HR	DragovanIgor	Igor	Dragovan	M
HR	DrandićValter	Valter	Drandić	M
HR	DretarDavor	Davor	Dretar	M
HR	DrevenBudinskiNadica	Nadica	Dreven Budinski	F
HR	DrmićIvan	Ivan	Drmić	M
HR	DrobnjakVladimir	Vladimir	Drobnjak	U
HR	DrpićAnte	Ante	Drpić	U
HR	DružakTomislav	Tomislav	Družak	U
HR	DružićIvo	Ivo	Družić	U
HR	DujmovićVukovićMarina	Marina	Dujmović Vuković	U
HR	DulibićTomislav	Tomislav	Dulibić	U
HR	DumbovićDarinko	Darinko	Dumbović	M
HR	ErlićŠime	Šime	Erlić	U
HR	EsihBruna	Bruna	Esih	F
HR	FabijanićErik	Erik	Fabijanić	M
HR	FabijančićKrižanićVesna	Vesna	Fabijančić Križanić	F
HR	FazekašIgor	Igor	Fazekaš	M
HR	FelakDamir	Damir	Felak	M
HR	FerenčakSrećko	Srećko	Ferenčak	M
HR	FerićVacMirjana	Mirjana	Ferić-Vac	F
HR	FilipovićDavor	Davor	Filipović	U
HR	FilipovićIlija	Ilija	Filipović	M
HR	FilipovićKrešo	Krešo	Filipović	M
HR	FilipovićMirko	Mirko	Filipović	M
HR	FiolićStjepan	Stjepan	Fiolić	M
HR	FiolićŽeljko	Željko	Fiolić	M
HR	FičorMiljenko	Miljenko	Fičor	U
HR	FlegoGvozdenSrećko	Gvozden Srećko	Flego	M
HR	FortunaVišnja	Višnja	Fortuna	F
HR	FranićZdenko	Zdenko	Franić	M
HR	FrankovićMato	Mato	Franković	M
HR	FrasBojan	Bojan	Fras	U
HR	FriganovićRuđer	Ruđer	Friganović	U
HR	FriščićJosip	Josip	Friščić	M
HR	FuchsRadovan	Radovan	Fuchs	U
HR	FučekKatarina	Katarina	Fuček	F
HR	GabelicaŠupljikaMarija	Marija	Gabelica Šupiljka	U
HR	GabrićStipo	Stipo	Gabrić	M
HR	GajicaRatko	Ratko	Gajica	M
HR	GalićMirko	Mirko	Galić	U
HR	GalićTomo	Tomo	Galić	U
HR	GavranMato	Mato	Gavran	M
HR	GaćaBiljana	Biljana	Gaća	F
HR	GaćinaGašper	Gašper	Gaćina	U
HR	GašparovićVilena	Vilena	Gašparović	U
HR	GašparovičIvan	Ivan	Gašparovič	U
HR	GeloJakov	Jakov	Gelo	U
HR	GeričićBorisJakov	Boris Jakov	Geričić	U
HR	GjurkovićSrđan	Srđan	Gjurković	M
HR	GlamuzinaKatica	Katica	Glamuzina	F
HR	GlamuzinaMladenka	Mladenka	Glamuzina	U
HR	GlasnovićŽeljko	Željko	Glasnović	M
HR	GlasovacSabina	Sabina	Glasovac	F
HR	GlavakSunčana	Sunčana	Glavak	F
HR	GlavašBranimir	Branimir	Glavaš	M
HR	GlavaševićBojan	Bojan	Glavašević	M
HR	GlavinaDragutin	Dragutin	Glavina	M
HR	GlavinaTonči	Tonči	Glavina	U
HR	GlunčićMatko	Matko	Glunčić	U
HR	GolemAnteZvonimir	Ante Zvonimir	Golem	U
HR	GoršićŽeljko	Željko	Goršić	U
HR	GospočićAlen	Alen	Gospočić	U
HR	GotovacViktor	Viktor	Gotovac	U
HR	GrabarKitarovićKolinda	Kolinda	Grabar-Kitarović	F
HR	GrasTerezija	Terezija	Gras	U
HR	GrbaBujevićMaja	Maja	Grba-Bujević	F
HR	GrbavacDamir	Damir	Grbavac	U
HR	GrbinPeđa	Peđa	Grbin	M
HR	GrbićIvo	Ivo	Grbić	M
HR	GredeljMarijan	Marijan	Gredelj	U
HR	GrgićBranko	Branko	Grgić	U
HR	GrgićVinko	Vinko	Grgić	M
HR	GrlićRadmanGordan	Gordan	Grlić Radman	M
HR	GrmanKizivatMartina	Martina	Grman Kizivat	F
HR	GrmojaNikola	Nikola	Grmoja	M
HR	GrubišinMaja	Maja	Grubišin	U
HR	GrubišićBoro	Boro	Grubišić	M
HR	GrubišićIvan	Ivan	Grubišić	M
HR	GrčićBranko	Branko	Grčić	M
HR	GrčićStanko	Stanko	Grčić	M
HR	GršićBernard	Bernard	Gršić	U
HR	GulićKrešimir	Krešimir	Gulić	M
HR	HabekMario	Mario	Habek	M
HR	HabijanDamir	Damir	Habijan	M
HR	HajdašDončićSiniša	Siniša	Hajdaš Dončić	M
HR	HajdukDamir	Damir	Hajduk	U
HR	HajdukovićDomagoj	Domagoj	Hajduković	M
HR	HanžekGordan	Gordan	Hanžek	U
HR	HanžekIvan	Ivan	Hanžek	M
HR	HaramijaZdenko	Zdenko	Haramija	M
HR	HasanbegovićZlatko	Zlatko	Hasanbegović	M
HR	HebrangAndrija	Andrija	Hebrang	F
HR	HefferGoran	Goran	Heffer	M
HR	HermanSandra	Sandra	Herman	U
HR	HermanVilim	Vilim	Herman	M
HR	HlačaBojan	Bojan	Hlača	M
HR	HodžićNedžad	Nedžad	Hodžić	M
HR	HolyMirela	Mirela	Holy	F
HR	HorvatDarko	Darko	Horvat	M
HR	HorvatMile	Mile	Horvat	M
HR	HorvatZlatko	Zlatko	Horvat	M
HR	HrebakDario	Dario	Hrebak	M
HR	HreljaSilvano	Silvano	Hrelja	M
HR	HrgBranko	Branko	Hrg	M
HR	HrvatinBranko	Branko	Hrvatin	U
HR	HrvojŠipekZlata	Zlata	Hrvoj Šipek	U
HR	HursaDanica	Danica	Hursa	F
HR	HuškaDavor	Davor	Huška	M
HR	IkićBaničekKristina	Kristina	Ikić-Baniček	F
HR	IlićMarija	Marija	Ilić	F
HR	IlčićLadislav	Ladislav	Ilčić	M
HR	IvanišNikola	Nikola	Ivaniš	M
HR	IvankovićKneževićKatarina	Katarina	Ivanković Knežević	U
HR	IvanovićGoran	Goran	Ivanović	M
HR	IvančićJure	Jure	Ivančić	U
HR	IvasRade	Rade	Ivas	M
HR	IvezićGrga	Grga	Ivezić	U
HR	IvićTomislav	Tomislav	Ivić	M
HR	IvičićRatomir	Ratomir	Ivičić	U
HR	IvkovićVladimir	Vladimir	Ivković	M
HR	IvčevićTonka	Tonka	Ivčević	F
HR	JadroDubravka	Dubravka	Jadro	U
HR	JakirBajoIvana	Ivana	Jakir Bajo	U
HR	JakopZdravko	Zdravko	Jakop	U
HR	JakovinaTihomir	Tihomir	Jakovina	M
HR	JakšićMišel	Mišel	Jakšić	M
HR	JandrokovićGordan	Gordan	Jandroković	M
HR	JanićStanko	Stanko	Janić	U
HR	JanjićŽelimir	Želimir	Janjić	U
HR	JankovicsRobert	Robert	Jankovics	M
HR	JarnjakIvan	Ivan	Jarnjak	M
HR	JeckovDragana	Dragana	Jeckov	F
HR	JelavićMila	Mila	Jelavić	U
HR	JelašNadica	Nadica	Jelaš	F
HR	JelenićDražen	Dražen	Jelenić	U
HR	JelečevićPerica	Perica	Jelečević	M
HR	JelićDamir	Damir	Jelić	M
HR	JelićDragan	Dragan	Jelić	U
HR	JelkovacMarija	Marija	Jelkovac	F
HR	JelkovacVlado	Vlado	Jelkovac	M
HR	JelušićIvo	Ivo	Jelušić	M
HR	JenkačSiniša	Siniša	Jenkač	M
HR	JerkovićRomana	Romana	Jerković	F
HR	JerneićBranimir	Branimir	Jerneić	U
HR	JerolimovAnte	Ante	Jerolimov	M
HR	JežekDamir	Damir	Ježek	U
HR	JosipovićIvo	Ivo	Josipović	M
HR	JosićŽeljka	Željka	Josić	F
HR	JovanovićŽeljko	Željko	Jovanović	M
HR	JuhasŠandor	Šandor	Juhas	M
HR	JukićDarko	Darko	Jukić	U
HR	JukićVlado	Vlado	Jukić	M
HR	JungwirthOto	Oto	Jungwirth	U
HR	JurekovićTomislav	Tomislav	Jureković	U
HR	JuretićBernardica	Bernardica	Juretić	U
HR	JuricaNeven	Neven	Jurica	M
HR	JuričevMartinčevBranka	Branka	Juričev-Martinčev	F
HR	JurišićDarijo	Darijo	Jurišić	U
HR	JurjevićMarin	Marin	Jurjević	M
HR	JurkinIvan	Ivan	Jurkin	M
HR	JurkovićDražen	Dražen	Jurković	U
HR	JurkovićMilan	Milan	Jurković	M
HR	JurlinaAlibegovićDubravka	Dubravka	Jurlina Alibegović	U
HR	JurčićLjubo	Ljubo	Jurčić	M
HR	JuščenkoViktor	Viktor	Juščenko	U
HR	KajinDamir	Damir	Kajin	M
HR	KajmovićAlen	Alen	Kajmović	U
HR	KajtaziVeljko	Veljko	Kajtazi	M
HR	KalinićPavle	Pavle	Kalinić	U
HR	KalmetaBožidar	Božidar	Kalmeta	M
HR	KapraljevićAntun	Antun	Kapraljević	M
HR	KapulicaMario	Mario	Kapulica	M
HR	KaramarkoTomislav	Tomislav	Karamarko	M
HR	KarlićMladen	Mladen	Karlić	M
HR	KatalinićJosip	Josip	Katalinić	M
HR	KatavićVedran	Vedran	Katavić	U
HR	KatićŽarko	Žarko	Katić	U
HR	KatičićKrunoslav	Krunoslav	Katičić	M
HR	KačanMate	Mate	Kačan	U
HR	KašnjarPutarRenata	Renata	Kašnjar Putar	U
HR	KedžoZdravko	Zdravko	Kedžo	U
HR	KekinIvana	Ivana	Kekin	F
HR	KelićZdravko	Zdravko	Kelić	M
HR	KerumŽeljko	Željko	Kerum	M
HR	KesićŠapićTajana	Tajana	Kesić Šapić	U
HR	KesonjaDijana	Dijana	Kesonja	U
HR	KevićMaja	Maja	Kević	U
HR	KirinIvan	Ivan	Kirin	M
HR	KirinIvica	Ivica	Kirin	U
HR	KlaićNikolina	Nikolina	Klaić	U
HR	KlarinIvan	Ivan	Klarin	M
HR	KlarićAnte	Ante	Klarić	U
HR	KlarićNedjeljka	Nedjeljka	Klarić	F
HR	KlarićTomislav	Tomislav	Klarić	M
HR	KlasićDarko	Darko	Klasić	M
HR	KlemIvica	Ivica	Klem	M
HR	KlemenićBoris	Boris	Klemenić	M
HR	KlepoMićo	Mićo	Klepo	U
HR	KlešićIvan	Ivan	Klešić	U
HR	KlimanAnton	Anton	Kliman	M
HR	KlisovićJoško	Joško	Klisović	M
HR	KlobučićMario	Mario	Klobučić	M
HR	KolarIvan	Ivan	Kolar	M
HR	KolarŽeljko	Željko	Kolar	M
HR	KolarekLjubomir	Ljubomir	Kolarek	M
HR	KolmanIgor	Igor	Kolman	M
HR	KomadinaZlatko	Zlatko	Komadina	M
HR	KomarZoran	Zoran	Komar	U
HR	KomesMagdalena	Magdalena	Komes	F
HR	KomparićDevčićAna	Ana	Komparić Devčić	F
HR	KontrecDamir	Damir	Kontrec	U
HR	KončevskiTomislav	Tomislav	Končevski	M
HR	KopalRobert	Robert	Kopal	U
HR	KopićVlatko	Vlatko	Kopić	M
HR	KoracaDaglas	Daglas	Koraca	U
HR	KoračevićZlatko	Zlatko	Koračević	M
HR	KorenikaMiroslav	Miroslav	Korenika	M
HR	KorušecAntun	Antun	Korušec	M
HR	KosorDarinko	Darinko	Kosor	M
HR	KosorJadranka	Jadranka	Kosor	F
HR	KostelićJanica	Janica	Kostelić	U
HR	KostovićIvica	Ivica	Kostović	U
HR	KotromanovićAnte	Ante	Kotromanović	M
HR	KovačMiro	Miro	Kovač	M
HR	KovačStjepan	Stjepan	Kovač	M
HR	KovačevAnton	Anton	Kovačev	U
HR	KovačevićDragan	Dragan	Kovačević	M
HR	KovačevićKruno	Kruno	Kovačević	U
HR	KovačevićPero	Pero	Kovačević	M
HR	KovačevićTomislav	Tomislav	Kovačević	U
HR	KovačevićZrinka	Zrinka	Kovačević	U
HR	KovačićBorislav	Borislav	Kovačić	M
HR	KovačićIvan	Ivan	Kovačić	M
HR	KovačićMiroslav	Miroslav	Kovačić	U
HR	KozinaStjepan	Stjepan	Kozina	M
HR	KozlevacDino	Dino	Kozlevac	M
HR	KošišaČičinŠainAlenka	Alenka	Košiša Čičin-Šain	F
HR	KragićBruno	Bruno	Kragić	U
HR	KraljićTihana	Tihana	Kraljić	U
HR	KraljičakŽeljko	Željko	Kraljičak	U
HR	KraljičkovićJosip	Josip	Kraljičković	U
HR	KramarićZlatko	Zlatko	Kramarić	M
HR	KrapljanŽeljko	Željko	Krapljan	M
HR	KrasićŠima	Šima	Krasić	U
HR	KregarJosip	Josip	Kregar	M
HR	KrešićMario	Mario	Krešić	U
HR	KristićMaro	Maro	Kristić	M
HR	KrištofMarko	Marko	Krištof	U
HR	KrižanićJosip	Josip	Križanić	M
HR	KrmekZdravko	Zdravko	Krmek	U
HR	KrnićJosip	Josip	Krnić	M
HR	KrpanSandra	Sandra	Krpan	F
HR	KrstičevićDamir	Damir	Krstičević	M
HR	KrstulovićOparaAndro	Andro	Krstulović Opara	M
HR	KrvišekMiljenko	Miljenko	Krvišek	U
HR	KuduzTugomir	Tugomir	Kuduz	M
HR	KuharMaja	Maja	Kuhar	U
HR	KujundžićAnte	Ante	Kujundžić	M
HR	KujundžićMilan	Milan	Kujundžić	M
HR	KulićMakarSanda	Sanda	Kulić Makar	F
HR	KulušićAnte	Ante	Kulušić	M
HR	KundićStjepan	Stjepan	Kundić	M
HR	KunstBoris	Boris	Kunst	M
HR	KuprešakŽeljko	Željko	Kuprešak	U
HR	KurelićBruno	Bruno	Kurelić	M
HR	KurečićVladimir	Vladimir	Kurečić	M
HR	KurtovŽeljko	Željko	Kurtov	M
HR	KustićMarijan	Marijan	Kustić	M
HR	KuterovacKrešimir	Krešimir	Kuterovac	U
HR	KutijaBranko	Branko	Kutija	M
HR	KuzmanićMatko	Matko	Kuzmanić	M
HR	KuščevićLovro	Lovro	Kuščević	M
HR	KönigSonja	Sonja	König	F
HR	LackoFranjo	Franjo	Lacko	U
HR	LackovićŽeljko	Željko	Lacković	M
HR	LagosEscobarRicardo	Ricardo	Lagos Escobar	U
HR	LalićLjubica	Ljubica	Lalić	F
HR	LalovacBoris	Boris	Lalovac	M
HR	LazićSvjetlana	Svjetlana	Lazić	F
HR	LeakovićKarolina	Karolina	Leaković	F
HR	LedererAna	Ana	Lederer	U
HR	LedinskiDarko	Darko	Ledinski	M
HR	LedinskiŽeljko	Željko	Ledinski	M
HR	LekajPrljaskajErmina	Ermina	Lekaj Prljaskaj	F
HR	LekoJosip	Josip	Leko	M
HR	LelićRuža	Ruža	Lelić	F
HR	LenartŽeljko	Željko	Lenart	M
HR	LerotićMarin	Marin	Lerotić	M
HR	LesarDragutin	Dragutin	Lesar	M
HR	LeticaSlaven	Slaven	Letica	M
HR	LeverićAlen	Alen	Leverić	U
HR	LinićSlavko	Slavko	Linić	M
HR	LiovićDarko	Darko	Liović	U
HR	LipošćakTomislav	Tomislav	Lipošćak	M
HR	LivakovićZdravko	Zdravko	Livaković	U
HR	LjevakZdenko	Zdenko	Ljevak	U
HR	LjubanovićDavor	Davor	Ljubanović	U
HR	LjubićBožo	Božo	Ljubić	M
HR	LjubičićNeven	Neven	Ljubičić	U
HR	LjubičićVišnja	Višnja	Ljubičić	U
HR	LončarDavor	Davor	Lončar	M
HR	LončarIvo	Ivo	Lončar	M
HR	LončaricaStjepan	Stjepan	Lončarica	U
HR	LorencinDarko	Darko	Lorencin	U
HR	LovrinAna	Ana	Lovrin	F
HR	LovrinovićIvan	Ivan	Lovrinović	M
HR	LovrićMerzelMarina	Marina	Lovrić Merzel	F
HR	LozančićJosip	Josip	Lozančić	U
HR	LucPolancMarta	Marta	Luc-Polanc	F
HR	LucićFranjo	Franjo	Lucić	M
HR	LucićZdenko	Zdenko	Lucić	U
HR	LugarićMarija	Marija	Lugarić	F
HR	LukačKoritnikGordana	Gordana	Lukać Koritnik	U
HR	LukačićLjubica	Ljubica	Lukačić	F
HR	LukinaKezićLidija	Lidija	Lukina Kezić	U
HR	LučinPero	Pero	Lučin	U
HR	LučinŠime	Šime	Lučin	M
HR	LučićDražen	Dražen	Lučić	U
HR	LučićIgor	Igor	Lučić	U
HR	MadjerMladen	Mladen	Madjer	M
HR	MagašDunja	Dunja	Magaš	U
HR	MajdakTugomir	Tugomir	Majdak	U
HR	MajdenićNevenka	Nevenka	Majdenić	F
HR	MakNikola	Nikola	Mak	M
HR	MakarBožica	Božica	Makar	F
HR	MaksimčukLjubica	Ljubica	Maksimčuk	F
HR	MalenicaIvan	Ivan	Malenica	M
HR	MaletićIvana	Ivana	Maletić	F
HR	MaletićČedo	Čedo	Maletić	U
HR	MaltarZdravko	Zdravko	Maltar	M
HR	MalčićJurica	Jurica	Malčić	U
HR	MamićStipe	Stipe	Mamić	U
HR	ManceAnton	Anton	Mance	M
HR	MandarićMarin	Marin	Mandarić	M
HR	MandićIvica	Ivica	Mandić	M
HR	MarasGordan	Gordan	Maras	M
HR	MarasovićDujomir	Dujomir	Marasović	M
HR	MarasovićJakša	Jakša	Marasović	M
HR	MarelićMladen	Mladen	Marelić	M
HR	MarendićBožo	Božo	Marendić	U
HR	MarinkovićHorvatEva	Eva	Marinković Horvar	U
